participant,group,speaker,image1,image2,image3,target,response,correct
C024-LV,LV,S0M,cot,shark,clock,cot,cot,1
C024-LV,LV,S06F,cut,mouse,food,cut,cut,1
C024-LV,LV,S0M,paws,road,ring,paws,paws,1
C024-LV,LV,S06F,shirt,book,skirt,shirt,shirt,1
C024-LV,LV,S06F,book,piers,park,park,park,1
C024-LV,LV,S07,paws,shirt,bike,bike,bike,1
C024-LV,LV,S08M,shark,mouse,ball,shark,shark,1
C024-LV,LV,S08M,gate,hat,ten,gate,gate,1
C024-LV,LV,S0M,hat,pears,clock,hat,hat,1
C024-LV,LV,S08M,hat,tears,cot,hat,hat,1
C024-LV,LV,S07,cot,lid,bike,cot,cot,1
C024-LV,LV,S07,skirt,kite,shirt,shirt,shirt,1
C024-LV,LV,S07,kite,book,suit,book,book,1
C024-LV,LV,S07,cut,lid,teeth,lid,lid,1
C024-LV,LV,S07,leg,hat,shirt,hat,hat,1
C024-LV,LV,S06F,kite,gate,cup,cup,cup,1
C024-LV,LV,S06F,piers,leg,ring,ring,ring,1
C024-LV,LV,S06F,gate,bears,food,gate,gate,1
C024-LV,LV,S08M,cot,bears,paws,cot,cot,1
C024-LV,LV,S06F,boys,ball,suit,ball,ball,1
C024-LV,LV,S07,road,teeth,ball,teeth,teeth,1
C024-LV,LV,S0M,cat,shirt,shark,shark,shirt,0
C024-LV,LV,S07,suit,teeth,road,suit,suit,1
C024-LV,LV,S0M,road,shirt,cut,shirt,shirt,1
C024-LV,LV,S0M,road,hat,cake,road,road,1
C024-LV,LV,S08M,bees,skirt,pears,pears,pears,1
C024-LV,LV,S0M,cup,teeth,bees,bees,bees,1
C024-LV,LV,S08M,gate,road,clock,clock,clock,1
C024-LV,LV,S07,book,shark,bees,shark,shark,1
C024-LV,LV,S0M,teeth,skirt,coat,skirt,skirt,1
C024-LV,LV,S06F,suit,gate,cat,suit,suit,1
C024-LV,LV,S08M,house,coat,paws,coat,coat,1
C024-LV,LV,S06F,cake,road,ball,road,road,1
C024-LV,LV,S06F,skirt,toys,cut,skirt,skirt,1
C024-LV,LV,S06F,teeth,food,mouse,food,food,1
C024-LV,LV,S08M,piers,ten,foot,piers,piers,1
C024-LV,LV,S06F,ring,bike,coat,bike,bike,1
C024-LV,LV,S06F,suit,bears,ten,bears,bears,1
C024-LV,LV,S07,piers,shark,lid,piers,piers,1
C024-LV,LV,S0M,piers,bears,foot,bears,bears,1
C024-LV,LV,S0M,cot,shirt,ten,ten,ten,1
C024-LV,LV,S06F,teeth,leg,book,teeth,teeth,1
C024-LV,LV,S06F,cat,gate,coat,coat,coat,1
C024-LV,LV,S07,mouse,ten,tears,mouse,mouse,1
C024-LV,LV,S0M,cup,bears,gate,cup,cup,1
C024-LV,LV,S0M,book,cot,clock,clock,clock,1
C024-LV,LV,S07,cup,cat,hat,cup,cup,1
C024-LV,LV,S0M,toys,kite,teeth,kite,kite,1
C024-LV,LV,S06F,tears,shark,cat,cat,cat,1
C024-LV,LV,S08M,coat,leg,mouse,mouse,mouse,1
C024-LV,LV,S08M,cup,bees,ten,bees,bees,1
C024-LV,LV,S08M,cot,cup,paws,cup,cup,1
C024-LV,LV,S06F,hat,leg,clock,hat,hat,1
C024-LV,LV,S08M,foot,ten,teeth,teeth,teeth,1
C024-LV,LV,S06F,book,clock,park,clock,clock,1
C024-LV,LV,S0M,cut,suit,kite,cut,kite,0
C024-LV,LV,S07,gate,pears,house,pears,pears,1
C024-LV,LV,S0M,shirt,boys,house,boys,boys,1
C024-LV,LV,S06F,bees,leg,food,leg,leg,1
C024-LV,LV,S06F,piers,shark,mouse,mouse,mouse,1
C024-LV,LV,S0M,pears,skirt,ten,pears,pears,1
C024-LV,LV,S08M,pears,leg,cat,cat,cat,1
C024-LV,LV,S07,clock,coat,cake,clock,clock,1
C024-LV,LV,S07,tears,ring,ten,ten,ten,1
C024-LV,LV,S06F,cake,hat,cut,cake,cake,1
C024-LV,LV,S06F,bees,cot,teeth,bees,bees,1
C024-LV,LV,S0M,cake,pears,suit,suit,suit,1
C024-LV,LV,S08M,road,ring,shirt,road,road,1
C024-LV,LV,S07,foot,road,gate,foot,foot,1
C024-LV,LV,S0M,cut,cup,toys,toys,toys,1
C024-LV,LV,S08M,leg,mouse,house,house,house,1
C024-LV,LV,S07,leg,tears,ring,leg,leg,1
C024-LV,LV,S08M,shirt,gate,foot,shirt,shirt,1
C024-LV,LV,S06F,cat,cot,foot,cot,cot,1
C024-LV,LV,S07,park,ball,mouse,park,park,1
C024-LV,LV,S0M,skirt,foot,coat,foot,foot,1
C024-LV,LV,S06F,piers,bike,shirt,piers,piers,1
C024-LV,LV,S08M,gate,lid,suit,lid,lid,1
C024-LV,LV,S07,boys,paws,piers,boys,boys,1
C024-LV,LV,S0M,hat,park,cake,cake,cake,1
C024-LV,LV,S08M,ring,foot,bees,ring,ring,1
C024-LV,LV,S06F,boys,shirt,shark,shark,shark,1
C024-LV,LV,S08M,paws,bees,cake,cake,cake,1
C024-LV,LV,S08M,cut,coat,skirt,skirt,skirt,1
C024-LV,LV,S08M,cake,lid,foot,foot,foot,1
C024-LV,LV,S0M,leg,cat,ring,ring,leg,0
C024-LV,LV,S07,coat,ring,cat,coat,coat,1
C024-LV,LV,S0M,gate,leg,toys,leg,leg,1
C024-LV,LV,S0M,ball,cat,hat,ball,ball,1
C024-LV,LV,S06F,suit,toys,clock,toys,toys,1
C024-LV,LV,S07,bike,park,food,food,food,1
C024-LV,LV,S0M,cat,tears,paws,cat,cat,1
C024-LV,LV,S07,bears,bees,cake,bees,bees,1
C024-LV,LV,S08M,kite,ball,boys,kite,kite,1
C024-LV,LV,S06F,shirt,ball,boys,boys,boys,1
C024-LV,LV,S0M,paws,food,bears,food,food,1
C024-LV,LV,S0M,coat,hat,ball,coat,coat,1
C024-LV,LV,S07,kite,hat,cot,kite,kite,1
C024-LV,LV,S0M,foot,park,tears,park,park,1
C024-LV,LV,S0M,ball,cake,mouse,mouse,mouse,1
C024-LV,LV,S07,foot,skirt,cat,cat,cat,1
C024-LV,LV,S06F,foot,ball,gate,foot,foot,1
C024-LV,LV,S07,bees,ring,clock,ring,ring,1
C024-LV,LV,S06F,food,paws,cup,paws,paws,1
C024-LV,LV,S08M,tears,park,leg,leg,leg,1
C024-LV,LV,S07,ball,road,food,road,road,1
C024-LV,LV,S07,cat,toys,mouse,toys,toys,1
C024-LV,LV,S06F,shark,leg,tears,tears,tears,1
C024-LV,LV,S06F,skirt,ten,pears,pears,pears,1
C024-LV,LV,S0M,bees,boys,gate,gate,gate,1
C024-LV,LV,S07,cake,teeth,shark,cake,cake,1
C024-LV,LV,S0M,house,hat,leg,house,house,1
C024-LV,LV,S07,kite,park,ball,ball,ball,1
C024-LV,LV,S08M,shark,paws,bees,paws,paws,1
C024-LV,LV,S07,ball,bears,teeth,bears,bears,1
C024-LV,LV,S06F,boys,book,teeth,book,book,1
C024-LV,LV,S08M,food,road,bees,food,food,1
C01-HV,HV,S0M,bears,cake,shirt,bears,bears,1
C01-HV,HV,S07,hat,house,shark,shark,shark,1
C01-HV,HV,S0M,food,house,pears,pears,pears,1
C01-HV,HV,S0M,lid,teeth,ten,teeth,teeth,1
C01-HV,HV,S08M,hat,bike,pears,pears,pears,1
C01-HV,HV,S08M,teeth,kite,lid,lid,lid,1
C01-HV,HV,S06F,ring,suit,pears,ring,ring,1
C01-HV,HV,S0M,park,gate,bike,park,park,1
C01-HV,HV,S0M,bike,skirt,coat,coat,coat,1
C01-HV,HV,S0M,cake,toys,bike,toys,toys,1
C01-HV,HV,S06F,mouse,book,park,mouse,mouse,1
C01-HV,HV,S0M,bears,hat,gate,gate,gate,1
C01-HV,HV,S08M,foot,ten,coat,ten,ten,1
C01-HV,HV,S0M,paws,cake,road,road,road,1
C01-HV,HV,S07,road,tears,mouse,mouse,mouse,1
C01-HV,HV,S0M,tears,suit,clock,clock,clock,1
C01-HV,HV,S0M,hat,foot,toys,hat,hat,1
C01-HV,HV,S07,bees,gate,toys,toys,toys,1
C01-HV,HV,S06F,food,bees,gate,bees,bees,1
C01-HV,HV,S07,foot,skirt,cat,foot,foot,1
C01-HV,HV,S0M,cut,cake,bike,cake,cake,1
C01-HV,HV,S06F,gate,piers,hat,gate,gate,1
C01-HV,HV,S08M,book,shirt,cup,shirt,shirt,1
C01-HV,HV,S0M,boys,coat,cup,boys,boys,1
C01-HV,HV,S07,tears,cat,mouse,tears,tears,1
C01-HV,HV,S06F,shirt,ring,cut,shirt,shirt,1
C01-HV,HV,S06F,leg,kite,ten,ten,ten,1
C01-HV,HV,S08M,book,lid,road,book,book,1
C01-HV,HV,S08M,road,pears,cot,road,road,1
C01-HV,HV,S07,kite,paws,gate,gate,gate,1
C01-HV,HV,S08M,teeth,lid,shark,shark,shark,1
C01-HV,HV,S0M,clock,paws,shark,shark,shark,1
C01-HV,HV,S08M,ten,tears,gate,gate,gate,1
C01-HV,HV,S07,ring,hat,book,book,book,1
C01-HV,HV,S08M,toys,ball,cot,cot,cot,1
C01-HV,HV,S07,bike,food,bees,food,food,1
C01-HV,HV,S0M,park,house,bears,house,house,1
C01-HV,HV,S07,cat,lid,shark,cat,cat,1
C01-HV,HV,S07,hat,bears,piers,hat,hat,1
C01-HV,HV,S08M,suit,paws,clock,paws,paws,1
C01-HV,HV,S07,cup,kite,teeth,kite,kite,1
C01-HV,HV,S07,boys,shark,book,boys,boys,1
C01-HV,HV,S0M,leg,cot,foot,cot,cot,1
C01-HV,HV,S07,cake,boys,shirt,cake,cake,1
C01-HV,HV,S08M,house,suit,piers,suit,suit,1
C01-HV,HV,S06F,hat,house,leg,leg,leg,1
C01-HV,HV,S06F,cat,clock,mouse,cat,cat,1
C01-HV,HV,S06F,cut,shark,bike,shark,shark,1
C01-HV,HV,S08M,ring,tears,bees,ring,ring,1
C01-HV,HV,S07,leg,skirt,teeth,leg,leg,1
C01-HV,HV,S0M,book,food,lid,lid,lid,1
C01-HV,HV,S06F,foot,ring,tears,foot,foot,1
C01-HV,HV,S08M,skirt,coat,park,skirt,skirt,1
C01-HV,HV,S08M,ring,coat,hat,coat,coat,1
C01-HV,HV,S06F,cake,cot,boys,cake,cake,1
C01-HV,HV,S08M,road,bees,suit,bees,bees,1
C01-HV,HV,S07,ball,lid,park,lid,lid,1
C01-HV,HV,S07,leg,hat,teeth,teeth,teeth,1
C01-HV,HV,S07,shirt,road,kite,shirt,shirt,1
C01-HV,HV,S06F,food,teeth,boys,boys,boys,1
C01-HV,HV,S06F,cake,paws,bees,paws,paws,1
C01-HV,HV,S0M,paws,boys,house,paws,paws,1
C01-HV,HV,S06F,cut,ball,teeth,cut,cut,1
C01-HV,HV,S0M,bears,tears,suit,suit,suit,1
C01-HV,HV,S0M,suit,cut,book,cut,cut,1
C01-HV,HV,S06F,foot,kite,skirt,kite,kite,1
C01-HV,HV,S06F,bears,lid,tears,bears,bears,1
C01-HV,HV,S08M,piers,clock,bears,bears,bears,1
C01-HV,HV,S08M,hat,bears,foot,hat,hat,1
C01-HV,HV,S07,suit,bike,shark,bike,bike,1
C01-HV,HV,S0M,lid,foot,book,foot,foot,1
C01-HV,HV,S07,road,pears,boys,road,road,1
C01-HV,HV,S08M,toys,foot,tears,foot,foot,1
C01-HV,HV,S06F,book,coat,skirt,skirt,skirt,1
C01-HV,HV,S0M,cat,clock,ten,ten,ten,1
C01-HV,HV,S0M,ball,book,boys,book,book,1
C01-HV,HV,S06F,book,suit,lid,book,book,1
C01-HV,HV,S06F,food,kite,suit,food,food,1
C01-HV,HV,S0M,toys,teeth,ball,ball,ball,1
C01-HV,HV,S08M,suit,cat,foot,cat,cat,1
C01-HV,HV,S0M,cup,teeth,cat,cat,cat,1
C01-HV,HV,S08M,cat,boys,piers,boys,boys,1
C01-HV,HV,S06F,cup,cake,road,cup,cup,1
C01-HV,HV,S0M,bees,leg,shark,leg,leg,1
C01-HV,HV,S06F,foot,cot,cake,cot,cot,1
C01-HV,HV,S0M,bike,bees,leg,bike,bike,1
C01-HV,HV,S07,ten,hat,pears,ten,ten,1
C01-HV,HV,S06F,house,ring,skirt,house,house,1
C01-HV,HV,S08M,cup,paws,ball,cup,cup,1
C01-HV,HV,S07,cake,ball,book,ball,ball,1
C01-HV,HV,S06F,lid,ring,bees,lid,lid,1
C01-HV,HV,S08M,park,hat,ball,ball,ball,1
C01-HV,HV,S08M,paws,piers,leg,piers,paws,0
C01-HV,HV,S06F,suit,bike,park,park,park,1
C01-HV,HV,S0M,cup,bears,kite,kite,kite,1
C01-HV,HV,S0M,shirt,tears,ball,shirt,shirt,1
C01-HV,HV,S07,cut,gate,clock,clock,clock,1
C01-HV,HV,S08M,cake,cat,clock,clock,clock,1
C01-HV,HV,S07,cot,hat,shark,cot,cot,1
C01-HV,HV,S08M,coat,leg,tears,tears,tears,1
C01-HV,HV,S07,suit,ball,mouse,suit,suit,1
C01-HV,HV,S06F,ball,coat,food,coat,coat,1
C01-HV,HV,S0M,piers,house,suit,piers,piers,1
C01-HV,HV,S07,mouse,cut,cot,cut,cut,1
C01-HV,HV,S08M,gate,cat,mouse,mouse,mouse,1
C01-HV,HV,S06F,piers,tears,cut,tears,tears,1
C01-HV,HV,S08M,boys,leg,bike,leg,leg,1
C01-HV,HV,S07,clock,park,hat,park,park,1
C01-HV,HV,S06F,paws,skirt,road,road,road,1
C01-HV,HV,S07,clock,teeth,paws,paws,paws,1
C01-HV,HV,S07,house,hat,pears,house,house,1
C01-HV,HV,S06F,cat,clock,paws,clock,clock,1
C01-HV,HV,S07,teeth,bees,suit,bees,bees,1
C01-HV,HV,S07,clock,bears,foot,bears,bears,1
C01-HV,HV,S08M,gate,teeth,cake,cake,cake,1
C01-HV,HV,S08M,house,kite,cat,house,house,1
C01-HV,HV,S08M,food,toys,road,toys,toys,1
C01-HV,HV,S07,skirt,bike,leg,skirt,skirt,1
C01-HV,HV,S0M,tears,suit,skirt,skirt,skirt,1
C01-HV,HV,S0M,mouse,pears,ten,mouse,mouse,1
C01-HV,HV,S06F,mouse,suit,pears,pears,pears,1
C01-HV,HV,S0M,cake,coat,food,food,food,1
C01-HV,HV,S08M,house,lid,teeth,teeth,teeth,1
C01-HV,HV,S07,pears,ten,shark,pears,pears,1
C01-HV,HV,S07,piers,hat,shirt,piers,piers,1
C01-HV,HV,S0M,cup,cat,book,cup,cup,1
C01-HV,HV,S08M,tears,kite,toys,kite,kite,1
C01-HV,HV,S06F,teeth,gate,bike,teeth,teeth,1
C01-HV,HV,S07,lid,ball,ring,ring,ring,1
C01-HV,HV,S0M,mouse,coat,tears,tears,tears,1
C01-HV,HV,S0M,shark,ring,cat,ring,ring,1
C01-HV,HV,S08M,suit,cut,shark,cut,cut,1
C01-HV,HV,S08M,bike,tears,pears,bike,bike,1
C01-HV,HV,S0M,book,food,bees,bees,bees,1
C01-HV,HV,S07,cup,park,cot,cup,cup,1
C01-HV,HV,S07,coat,road,piers,coat,coat,1
C01-HV,HV,S08M,piers,food,hat,food,food,1
C01-HV,HV,S06F,piers,house,cot,piers,piers,1
C01-HV,HV,S08M,cup,book,park,park,park,1
C01-HV,HV,S06F,skirt,pears,hat,hat,hat,1
C01-HV,HV,S06F,ball,kite,book,ball,ball,1
C01-HV,HV,S06F,foot,cot,bike,bike,bike,1
C01-HV,HV,S06F,road,kite,toys,toys,toys,1
C01-HV,HV,S06F,gate,suit,bees,suit,suit,1
C02-HV,HV,S06F,bike,gate,bees,gate,gate,1
C02-HV,HV,S0M,bears,piers,ten,ten,ten,1
C02-HV,HV,S06F,shark,cake,book,cake,cake,1
C02-HV,HV,S08M,bees,coat,lid,bees,bees,1
C02-HV,HV,S0M,cat,leg,pears,cat,cat,1
C02-HV,HV,S0M,pears,shark,bears,pears,bears,0
C02-HV,HV,S0M,ball,leg,house,ball,ball,1
C02-HV,HV,S07,ball,book,ring,book,book,1
C02-HV,HV,S07,house,book,bears,bears,bears,1
C02-HV,HV,S0M,shark,house,teeth,shark,shark,1
C02-HV,HV,S07,shirt,foot,gate,foot,foot,1
C02-HV,HV,S0M,piers,park,teeth,teeth,teeth,1
C02-HV,HV,S0M,skirt,bees,cut,bees,bees,1
C02-HV,HV,S0M,food,ball,lid,lid,lid,1
C02-HV,HV,S07,park,cup,skirt,skirt,skirt,1
C02-HV,HV,S0M,coat,boys,ball,coat,coat,1
C02-HV,HV,S07,shirt,bears,bike,bike,bike,1
C02-HV,HV,S06F,food,ten,house,house,house,1
C02-HV,HV,S06F,coat,foot,leg,coat,coat,1
C02-HV,HV,S0M,house,hat,foot,house,house,1
C02-HV,HV,S06F,bears,ring,leg,ring,ring,1
C02-HV,HV,S07,clock,shirt,bees,bees,bees,1
C02-HV,HV,S08M,hat,ten,tears,hat,hat,1
C02-HV,HV,S06F,kite,cat,coat,cat,cat,1
C02-HV,HV,S0M,mouse,piers,tears,tears,tears,1
C02-HV,HV,S08M,book,foot,cup,cup,cup,1
C02-HV,HV,S07,road,pears,bees,pears,pears,1
C02-HV,HV,S08M,boys,cake,bike,bike,bike,1
C02-HV,HV,S06F,road,mouse,piers,road,road,1
C02-HV,HV,S06F,bike,mouse,lid,lid,lid,1
C02-HV,HV,S08M,toys,suit,foot,foot,foot,1
C02-HV,HV,S07,food,suit,mouse,mouse,mouse,1
C02-HV,HV,S07,cat,house,tears,house,house,1
C02-HV,HV,S07,house,clock,suit,clock,clock,1
C02-HV,HV,S06F,cat,kite,lid,kite,kite,1
C02-HV,HV,S06F,park,paws,ring,paws,paws,1
C02-HV,HV,S06F,cat,book,skirt,skirt,skirt,1
C02-HV,HV,S08M,tears,clock,ball,tears,tears,1
C02-HV,HV,S0M,piers,shirt,skirt,skirt,skirt,1
C02-HV,HV,S06F,food,piers,tears,tears,tears,1
C02-HV,HV,S07,ten,toys,hat,hat,hat,1
C02-HV,HV,S06F,book,toys,ring,book,book,1
C02-HV,HV,S07,gate,coat,road,road,road,1
C02-HV,HV,S0M,cut,boys,ball,boys,boys,1
C02-HV,HV,S0M,book,bears,leg,book,book,1
C02-HV,HV,S08M,shirt,leg,clock,shirt,shirt,1
C02-HV,HV,S07,ring,house,gate,gate,gate,1
C02-HV,HV,S07,ball,teeth,foot,teeth,teeth,1
C02-HV,HV,S08M,cake,bees,cut,cut,cut,1
C02-HV,HV,S08M,road,paws,house,house,house,1
C02-HV,HV,S06F,mouse,clock,bike,bike,bike,1
C02-HV,HV,S07,coat,shark,book,shark,shark,1
C02-HV,HV,S0M,skirt,mouse,foot,foot,foot,1
C02-HV,HV,S07,toys,ball,bears,ball,ball,1
C02-HV,HV,S06F,toys,suit,ball,toys,toys,1
C02-HV,HV,S0M,road,park,coat,park,park,1
C02-HV,HV,S0M,cot,paws,ring,paws,paws,1
C02-HV,HV,S0M,foot,clock,lid,clock,clock,1
C02-HV,HV,S0M,gate,cup,book,gate,gate,1
C02-HV,HV,S07,cup,cut,shirt,shirt,shirt,1
C02-HV,HV,S06F,cot,book,toys,cot,cot,1
C02-HV,HV,S0M,clock,cake,cup,cake,cake,1
C02-HV,HV,S08M,clock,book,piers,book,book,1
C02-HV,HV,S08M,lid,coat,house,coat,coat,1
C02-HV,HV,S07,gate,ring,cut,ring,ring,1
C02-HV,HV,S08M,kite,lid,mouse,mouse,mouse,1
C02-HV,HV,S06F,coat,teeth,bears,bears,bears,1
C02-HV,HV,S06F,kite,teeth,boys,boys,boys,1
C02-HV,HV,S08M,pears,piers,leg,piers,piers,1
C02-HV,HV,S0M,cut,toys,leg,leg,leg,1
C02-HV,HV,S08M,cut,shirt,teeth,teeth,teeth,1
C02-HV,HV,S08M,road,pears,cut,road,road,1
C02-HV,HV,S07,foot,cut,kite,kite,kite,1
C02-HV,HV,S08M,cake,toys,skirt,toys,toys,1
C02-HV,HV,S08M,cat,lid,hat,lid,lid,1
C02-HV,HV,S06F,cake,road,cut,cut,cut,1
C02-HV,HV,S07,road,leg,toys,toys,toys,1
C02-HV,HV,S06F,book,tears,hat,hat,hat,1
C02-HV,HV,S06F,coat,pears,road,pears,pears,1
C02-HV,HV,S08M,skirt,cup,lid,skirt,skirt,1
C02-HV,HV,S07,lid,gate,shark,lid,lid,1
C02-HV,HV,S08M,teeth,ten,foot,ten,ten,1
C02-HV,HV,S07,boys,park,bees,park,park,1
C02-HV,HV,S08M,ball,teeth,cat,ball,ball,1
C02-HV,HV,S07,clock,gate,piers,piers,piers,1
C02-HV,HV,S06F,toys,shirt,leg,shirt,shirt,1
C02-HV,HV,S07,piers,coat,tears,tears,tears,1
C02-HV,HV,S06F,mouse,shirt,house,mouse,mouse,1
C02-HV,HV,S0M,boys,pears,shirt,shirt,shirt,1
C02-HV,HV,S0M,road,coat,cat,road,road,1
C02-HV,HV,S07,book,cot,kite,cot,cot,1
C02-HV,HV,S0M,bike,foot,bears,bike,bike,1
C02-HV,HV,S08M,food,clock,cut,food,food,1
C02-HV,HV,S08M,clock,foot,road,clock,clock,1
C02-HV,HV,S08M,paws,tears,book,paws,paws,1
C02-HV,HV,S08M,cat,shark,leg,cat,cat,1
C02-HV,HV,S07,cat,leg,suit,leg,leg,1
C02-HV,HV,S06F,cot,bees,clock,bees,bees,1
C02-HV,HV,S06F,shirt,cup,kite,cup,cup,1
C02-HV,HV,S0M,bike,bears,tears,bears,bears,1
C02-HV,HV,S06F,toys,tears,leg,leg,leg,1
C02-HV,HV,S0M,kite,leg,food,food,food,1
C02-HV,HV,S07,leg,suit,lid,suit,suit,1
C02-HV,HV,S07,cut,foot,ball,cut,cut,1
C02-HV,HV,S07,cup,toys,food,food,food,1
C02-HV,HV,S06F,lid,tears,suit,suit,suit,1
C02-HV,HV,S0M,toys,shirt,cot,cot,cot,1
C02-HV,HV,S06F,ten,shirt,paws,ten,ten,1
C02-HV,HV,S07,gate,shirt,coat,coat,coat,1
C02-HV,HV,S08M,kite,gate,book,kite,kite,1
C02-HV,HV,S08M,teeth,bike,suit,suit,suit,1
C02-HV,HV,S0M,shark,toys,book,toys,book,0
C02-HV,HV,S0M,suit,road,cot,suit,suit,1
C02-HV,HV,S08M,bike,leg,road,leg,leg,1
C02-HV,HV,S08M,bears,house,mouse,bears,bears,1
C02-HV,HV,S07,cup,toys,cat,cup,cup,1
C02-HV,HV,S06F,piers,shark,suit,piers,piers,1
C02-HV,HV,S07,toys,cat,leg,cat,cat,1
C02-HV,HV,S0M,paws,ring,hat,ring,ring,1
C02-HV,HV,S06F,book,shark,park,shark,shark,1
C02-HV,HV,S0M,book,hat,piers,piers,piers,1
C02-HV,HV,S08M,house,gate,road,gate,gate,1
C02-HV,HV,S07,clock,boys,teeth,boys,boys,1
C02-HV,HV,S0M,mouse,hat,kite,kite,kite,1
C02-HV,HV,S0M,paws,cup,skirt,cup,cup,1
C02-HV,HV,S06F,ball,teeth,suit,teeth,teeth,1
C02-HV,HV,S06F,cup,bike,food,food,food,1
C02-HV,HV,S08M,park,road,shark,shark,shark,1
C02-HV,HV,S08M,kite,piers,cake,cake,cake,1
C02-HV,HV,S06F,book,foot,ball,foot,foot,1
C02-HV,HV,S07,house,shirt,paws,paws,paws,1
C02-HV,HV,S0M,mouse,cut,foot,cut,cut,1
C02-HV,HV,S08M,toys,ring,shark,ring,ring,1
C02-HV,HV,S07,bike,cake,cut,cake,cake,1
C02-HV,HV,S08M,cot,park,shirt,cot,shirt,0
C02-HV,HV,S0M,paws,road,hat,hat,hat,1
C02-HV,HV,S08M,boys,clock,cot,boys,boys,1
C02-HV,HV,S06F,park,cake,book,park,park,1
C02-HV,HV,S0M,mouse,tears,food,mouse,mouse,1
C02-HV,HV,S07,cot,ten,cake,ten,ten,1
C02-HV,HV,S06F,road,clock,skirt,clock,clock,1
C02-HV,HV,S06F,boys,ring,ball,ball,ball,1
C02-HV,HV,S08M,bears,ring,pears,pears,pears,1
C02-HV,HV,S08M,park,skirt,bees,park,park,1
C03-HV,HV,S0M,paws,teeth,bears,teeth,teeth,1
C03-HV,HV,S06F,book,suit,bike,book,book,1
C03-HV,HV,S07,suit,toys,paws,toys,toys,1
C03-HV,HV,S07,road,mouse,cot,cot,cot,1
C03-HV,HV,S08M,shirt,shark,lid,shark,shark,1
C03-HV,HV,S07,road,ring,bike,bike,bike,1
C03-HV,HV,S0M,lid,park,mouse,park,park,1
C03-HV,HV,S08M,house,teeth,cut,cut,cut,1
C03-HV,HV,S06F,shirt,cat,shark,cat,cat,1
C03-HV,HV,S07,hat,toys,foot,foot,foot,1
C03-HV,HV,S07,shark,kite,ball,kite,kite,1
C03-HV,HV,S07,hat,boys,ball,boys,boys,1
C03-HV,HV,S08M,road,bees,cake,cake,cake,1
C03-HV,HV,S07,cat,ring,teeth,cat,cat,1
C03-HV,HV,S06F,toys,teeth,bees,bees,bees,1
C03-HV,HV,S06F,cat,leg,suit,leg,leg,1
C03-HV,HV,S06F,bees,skirt,cup,cup,cup,1
C03-HV,HV,S08M,piers,gate,cup,cup,cup,1
C03-HV,HV,S07,ten,bears,house,ten,ten,1
C03-HV,HV,S06F,suit,lid,mouse,lid,lid,1
C03-HV,HV,S06F,ball,lid,paws,paws,paws,1
C03-HV,HV,S08M,cot,tears,gate,cot,cot,1
C03-HV,HV,S08M,bees,pears,cup,pears,pears,1
C03-HV,HV,S07,suit,lid,park,park,park,1
C03-HV,HV,S0M,book,bears,teeth,book,book,1
C03-HV,HV,S08M,ten,food,clock,food,food,1
C03-HV,HV,S06F,house,lid,bike,bike,bike,1
C03-HV,HV,S07,lid,cake,skirt,skirt,skirt,1
C03-HV,HV,S07,toys,piers,shirt,shirt,shirt,1
C03-HV,HV,S06F,bees,bears,shirt,shirt,shirt,1
C03-HV,HV,S08M,suit,ball,piers,suit,suit,1
C03-HV,HV,S06F,bears,tears,cut,cut,cut,1
C03-HV,HV,S07,cup,suit,lid,suit,suit,1
C03-HV,HV,S08M,paws,teeth,bees,bees,paws,0
C03-HV,HV,S08M,ball,house,park,house,house,1
C03-HV,HV,S08M,foot,hat,teeth,teeth,teeth,1
C03-HV,HV,S0M,skirt,book,piers,skirt,piers,0
C03-HV,HV,S06F,toys,ball,gate,toys,toys,1
C03-HV,HV,S06F,mouse,gate,pears,pears,pears,1
C03-HV,HV,S06F,bees,coat,piers,coat,coat,1
C03-HV,HV,S0M,piers,ten,hat,ten,ten,1
C03-HV,HV,S06F,tears,lid,mouse,tears,tears,1
C03-HV,HV,S08M,cot,bike,paws,paws,paws,1
C03-HV,HV,S0M,cot,lid,suit,cot,cot,1
C03-HV,HV,S08M,shirt,leg,cut,leg,leg,1
C03-HV,HV,S06F,leg,bees,teeth,teeth,teeth,1
C03-HV,HV,S0M,paws,house,boys,house,house,1
C03-HV,HV,S0M,bees,house,ring,bees,bees,1
C03-HV,HV,S0M,foot,toys,shirt,foot,foot,1
C03-HV,HV,S06F,piers,boys,book,piers,piers,1
C03-HV,HV,S0M,clock,bike,leg,leg,leg,1
C03-HV,HV,S07,ring,ball,shark,shark,shark,1
C03-HV,HV,S0M,mouse,pears,foot,mouse,mouse,1
C03-HV,HV,S0M,ball,pears,road,road,road,1
C03-HV,HV,S06F,hat,clock,suit,hat,hat,1
C03-HV,HV,S06F,toys,shark,cup,shark,shark,1
C03-HV,HV,S06F,cup,park,ball,ball,ball,1
C03-HV,HV,S0M,cot,food,road,food,food,1
C03-HV,HV,S06F,cot,suit,mouse,suit,suit,1
C03-HV,HV,S06F,boys,mouse,food,mouse,mouse,1
C03-HV,HV,S07,gate,skirt,suit,gate,gate,1
C03-HV,HV,S07,ball,cup,coat,coat,coat,1
C03-HV,HV,S06F,bike,shark,ten,ten,ten,1
C03-HV,HV,S08M,tears,book,toys,book,book,1
C03-HV,HV,S0M,mouse,kite,skirt,kite,kite,1
C03-HV,HV,S0M,piers,coat,cup,piers,piers,1
