Group,Test,participant,Pair,nTrials,nCorrect,Accuracy
LV,post,C020,bet-bit,6,5,0.833333333
LV,post,C020,bit-bite,6,6,1
LV,post,C020,board-buoyed,6,6,1
LV,post,C020,boat-bout,6,6,1
LV,post,C020,bot-but,6,4,0.666666667
LV,post,C020,poot-put,6,5,0.833333333
LV,post,C021,bait-bet,6,6,1
LV,post,C021,bait-bite,6,4,0.666666667
LV,post,C021,bared-beard,6,6,1
LV,post,C021,bared-bird,6,0,0
LV,post,C021,bart-bert,6,4,0.666666667
LV,post,C021,bart-bot,6,5,0.833333333
LV,post,C021,bart-but,6,3,0.5
LV,post,C021,bat-but,6,3,0.5
LV,post,C021,beat-bit,6,5,0.833333333
LV,post,C021,bet-bit,6,5,0.833333333
LV,post,C021,bit-bite,6,5,0.833333333
LV,post,C021,board-buoyed,6,6,1
LV,post,C021,boat-bout,6,6,1
LV,post,C021,bot-but,6,6,1
LV,post,C021,poot-put,6,5,0.833333333
LV,post,C022,bait-bet,6,6,1
LV,post,C022,bait-bite,6,6,1
LV,post,C022,bared-beard,6,5,0.833333333
LV,post,C022,bared-bird,6,3,0.5
LV,post,C022,bart-bert,6,5,0.833333333
LV,post,C022,bart-bot,6,5,0.833333333
LV,post,C022,bart-but,6,5,0.833333333
LV,post,C022,bat-but,6,3,0.5
LV,post,C022,beat-bit,6,6,1
LV,post,C022,bet-bit,6,4,0.666666667
LV,post,C022,bit-bite,6,6,1
LV,post,C022,board-buoyed,6,6,1
LV,post,C022,boat-bout,6,6,1
LV,post,C022,bot-but,6,3,0.5
LV,post,C022,poot-put,6,4,0.666666667
LV,post,C023,bait-bet,6,6,1
LV,post,C023,bait-bite,6,5,0.833333333
LV,post,C023,bared-beard,6,5,0.833333333
LV,post,C023,bared-bird,6,1,0.166666667
LV,post,C023,bart-bert,6,5,0.833333333
LV,post,C023,bart-bot,6,4,0.666666667
LV,post,C023,bart-but,6,3,0.5
LV,post,C023,bat-but,6,2,0.333333333
LV,post,C023,beat-bit,6,5,0.833333333
LV,post,C023,bet-bit,6,2,0.333333333
LV,post,C023,bit-bite,6,6,1
LV,post,C023,board-buoyed,6,4,0.666666667
LV,post,C023,boat-bout,6,5,0.833333333
LV,post,C023,bot-but,6,4,0.666666667
LV,post,C023,poot-put,6,4,0.666666667
LV,post,C024,bait-bet,6,6,1
LV,post,C024,bait-bite,6,4,0.666666667
LV,post,C024,bared-beard,6,3,0.5
LV,post,C024,bared-bird,6,3,0.5
LV,post,C024,bart-bert,6,3,0.5
LV,post,C024,bart-bot,6,5,0.833333333
LV,post,C024,bart-but,6,2,0.333333333
LV,post,C024,bat-but,6,5,0.833333333
LV,post,C024,beat-bit,6,6,1
LV,post,C024,bet-bit,6,5,0.833333333
LV,post,C024,bit-bite,6,4,0.666666667
LV,post,C024,board-buoyed,6,6,1
LV,post,C024,boat-bout,6,5,0.833333333
LV,post,C024,bot-but,6,4,0.666666667
LV,post,C024,poot-put,6,3,0.5
LV,post,C03,bait-bet,6,5,0.833333333
LV,post,C03,bait-bite,6,4,0.666666667
LV,post,C03,bared-beard,6,4,0.666666667
LV,post,C03,bared-bird,6,2,0.333333333
LV,post,C03,bart-bert,6,3,0.5
LV,post,C03,bart-bot,6,5,0.833333333
LV,post,C03,bart-but,6,4,0.666666667
LV,post,C03,bat-but,6,0,0
LV,post,C03,beat-bit,6,4,0.666666667
LV,post,C03,bet-bit,6,2,0.333333333
LV,post,C03,bit-bite,6,5,0.833333333
LV,post,C03,board-buoyed,6,4,0.666666667
LV,post,C03,boat-bout,6,6,1
LV,post,C03,bot-but,6,2,0.333333333
LV,post,C03,poot-put,6,6,1
LV,post,C04,bait-bet,6,6,1
LV,post,C04,bait-bite,6,6,1
LV,post,C04,bared-beard,6,6,1
LV,post,C04,bared-bird,6,2,0.333333333
LV,post,C04,bart-bert,6,2,0.333333333
LV,post,C04,bart-bot,6,6,1
LV,post,C04,bart-but,6,5,0.833333333
LV,post,C04,bat-but,6,3,0.5
LV,post,C04,beat-bit,6,5,0.833333333
LV,post,C04,bet-bit,6,6,1
LV,post,C04,bit-bite,6,5,0.833333333
LV,post,C04,board-buoyed,6,6,1
LV,post,C04,boat-bout,6,6,1
LV,post,C04,bot-but,6,5,0.833333333
LV,post,C04,poot-put,6,6,1
LV,post,C05,bait-bet,6,4,0.666666667
LV,post,C05,bait-bite,6,5,0.833333333
LV,post,C05,bared-beard,6,5,0.833333333
LV,post,C05,bared-bird,6,2,0.333333333
LV,post,C05,bart-bert,6,1,0.166666667
LV,post,C05,bart-bot,6,2,0.333333333
LV,post,C05,bart-but,6,3,0.5
LV,post,C05,bat-but,6,3,0.5
LV,post,C05,beat-bit,6,2,0.333333333
LV,post,C05,bet-bit,6,2,0.333333333
LV,post,C05,bit-bite,6,4,0.666666667
LV,post,C05,board-buoyed,6,4,0.666666667
LV,post,C05,boat-bout,6,5,0.833333333
LV,post,C05,bot-but,6,3,0.5
LV,post,C05,poot-put,6,5,0.833333333
LV,post,C06,bait-bet,6,4,0.666666667
LV,post,C06,bait-bite,6,3,0.5
LV,post,C06,bared-beard,6,2,0.333333333
LV,post,C06,bared-bird,6,1,0.166666667
LV,post,C06,bart-bert,6,5,0.833333333
LV,post,C06,bart-bot,6,2,0.333333333
LV,post,C06,bart-but,6,3,0.5
LV,post,C06,bat-but,6,2,0.333333333
LV,post,C06,beat-bit,6,3,0.5
LV,post,C06,bet-bit,6,2,0.333333333
LV,post,C06,bit-bite,6,5,0.833333333
LV,post,C06,board-buoyed,6,4,0.666666667
LV,post,C06,boat-bout,6,4,0.666666667
LV,post,C06,bot-but,6,4,0.666666667
LV,post,C06,poot-put,6,4,0.666666667
LV,post,C07,bait-bet,6,5,0.833333333
LV,post,C07,bait-bite,6,4,0.666666667
LV,post,C07,bared-beard,6,5,0.833333333
LV,post,C07,bared-bird,6,1,0.166666667
LV,post,C07,bart-bert,6,2,0.333333333
LV,post,C07,bart-bot,6,4,0.666666667
LV,post,C07,bart-but,6,5,0.833333333
LV,post,C07,bat-but,6,3,0.5
LV,post,C07,beat-bit,6,6,1
LV,post,C07,bet-bit,6,1,0.166666667
LV,post,C07,bit-bite,6,5,0.833333333
LV,post,C07,board-buoyed,6,6,1
LV,post,C07,boat-bout,6,3,0.5
LV,post,C07,bot-but,6,3,0.5
LV,post,C07,poot-put,6,3,0.5
LV,post,C08,bait-bet,6,2,0.333333333
LV,post,C08,bait-bite,6,3,0.5
LV,post,C08,bared-beard,6,3,0.5
LV,post,C08,bared-bird,6,1,0.166666667
LV,post,C08,bart-bert,6,3,0.5
LV,post,C08,bart-bot,6,3,0.5
LV,post,C08,bart-but,6,2,0.333333333
LV,post,C08,bat-but,6,2,0.333333333
LV,post,C08,beat-bit,6,2,0.333333333
LV,post,C08,bet-bit,6,3,0.5
LV,post,C08,bit-bite,6,3,0.5
LV,post,C08,board-buoyed,6,2,0.333333333
LV,post,C08,boat-bout,6,1,0.166666667
LV,post,C08,bot-but,6,5,0.833333333
LV,post,C08,poot-put,6,4,0.666666667
LV,post,C09,bait-bet,6,3,0.5
LV,post,C09,bait-bite,6,1,0.166666667
LV,post,C09,bared-beard,6,2,0.333333333
LV,post,C09,bared-bird,6,2,0.333333333
LV,post,C09,bart-bert,6,3,0.5
LV,post,C09,bart-bot,6,1,0.166666667
LV,post,C09,bart-but,6,4,0.666666667
LV,post,C09,bat-but,6,1,0.166666667
LV,post,C09,beat-bit,6,3,0.5
LV,post,C09,bet-bit,6,3,0.5
LV,post,C09,bit-bite,6,3,0.5
LV,post,C09,board-buoyed,6,1,0.166666667
LV,post,C09,boat-bout,6,3,0.5
LV,post,C09,bot-but,6,2,0.333333333
LV,post,C09,poot-put,6,1,0.166666667
LV,post,C10,bait-bet,6,6,1
LV,post,C10,bait-bite,6,5,0.833333333
LV,post,C10,bared-beard,6,3,0.5
LV,post,C10,bared-bird,6,1,0.166666667
LV,post,C10,bart-bert,6,2,0.333333333
LV,post,C10,bart-bot,6,4,0.666666667
LV,post,C10,bart-but,6,0,0
LV,post,C10,bat-but,6,3,0.5
LV,post,C10,beat-bit,6,6,1
LV,post,C10,bet-bit,6,6,1
LV,post,C10,bit-bite,6,5,0.833333333
LV,post,C10,board-buoyed,6,5,0.833333333
LV,post,C10,boat-bout,6,6,1
LV,post,C10,bot-but,6,5,0.833333333
LV,post,C10,poot-put,6,4,0.666666667
