participant,vowel,duration,group,test,V,C
C011,hood,248,LV,pre,whod,False
C011,hud,349,LV,pre,head,False
C011,whod,333,LV,pre,whod,True
C012,had,200,LV,pre,head,False
C012,hard,144,LV,pre,heard,False
C012,head,174,LV,pre,hid,False
C012,heard,225,LV,pre,head,False
C012,heed,422,LV,pre,whod,False
C012,hid,114,LV,pre,hid,True
C012,hoard,153,LV,pre,hod,False
C012,hod,125,LV,pre,hoard,False
C012,hood,127,LV,pre,hoard,False
C012,hud,108,LV,pre,head,False
C012,whod,244,LV,pre,whod,True
C013,had,190,LV,pre,head,False
C013,hard,198,LV,pre,head,False
C013,head,175,LV,pre,hid,False
C013,heard,201,LV,pre,head,False
C013,heed,201,LV,pre,heed,True
C013,hid,211,LV,pre,hid,True
C013,hoard,275,LV,pre,hoard,True
C013,hod,179,LV,pre,hoard,False
C013,hood,120,LV,pre,hoard,False
C013,hud,188,LV,pre,hod,False
C013,whod,219,LV,pre,hoard,False
C014,had,300,LV,pre,hud,False
C014,hard,274,LV,pre,head,False
C014,head,166,LV,pre,hod,False
C014,heard,299,LV,pre,hud,False
C014,heed,262,LV,pre,heed,True
C014,hid,117,LV,pre,hid,True
C014,hoard,236,LV,pre,hod,False
C014,hod,173,LV,pre,hod,True
C014,hood,176,LV,pre,hoard,False
C014,hud,134,LV,pre,head,False
C014,whod,258,LV,pre,whod,True
C015,had,165,LV,pre,head,False
C015,hard,208,LV,pre,hud,False
C015,head,120,LV,pre,head,True
C015,heard,220,LV,pre,head,False
C015,heed,272,LV,pre,hid,False
C015,hid,92,LV,pre,whod,False
C015,hoard,205,LV,pre,hard,False
C015,hod,152,LV,pre,hod,True
C015,hood,145,LV,pre,hoard,False
C015,hud,162,LV,pre,hoard,False
C015,whod,149,LV,pre,whod,True
C016,had,150,LV,pre,head,False
C016,hard,299,LV,pre,hod,False
C016,head,208,LV,pre,head,True
C016,heard,305,LV,pre,head,False
C016,heed,288,LV,pre,hoard,False
C016,hid,216,LV,pre,whod,False
C016,hoard,395,LV,pre,hoard,True
C016,hod,199,LV,pre,hod,True
C016,hood,151,LV,pre,head,False
C016,hud,167,LV,pre,head,False
C016,whod,331,LV,pre,whod,True
C017,had,186,LV,pre,hud,False
C017,hard,275,LV,pre,hud,False
C017,head,94,LV,pre,hid,False
C017,heard,261,LV,pre,hod,False
C017,heed,227,LV,pre,heed,True
C017,hid,145,LV,pre,hid,True
C017,hoard,254,LV,pre,hoard,True
C017,hod,124,LV,pre,hoard,False
C017,hood,201,LV,pre,hoard,False
C017,hud,182,LV,pre,hud,True
C017,whod,312,LV,pre,whod,True
C018,had,199,LV,pre,head,False
C018,hard,208,LV,pre,heard,False
C018,head,181,LV,pre,hoard,False
C018,heard,278,LV,pre,hoard,False
C018,heed,218,LV,pre,heed,True
C018,hid,245,LV,pre,whod,False
C018,hoard,178,LV,pre,hud,False
C018,hod,157,LV,pre,hoard,False
C018,hood,141,LV,pre,whod,False
C018,hud,141,LV,pre,head,False
C018,whod,345,LV,pre,hoard,False
C019,had,136,LV,pre,had,True
C019,hard,263,LV,pre,hard,True
C019,head,132,LV,pre,head,True
C019,heard,250,LV,pre,head,False
C019,heed,151,LV,pre,hid,False
C019,hid,103,LV,pre,hid,True
C019,hoard,186,LV,pre,hod,False
C019,hod,118,LV,pre,hard,False
C019,hood,134,LV,pre,hoard,False
C019,hud,99,LV,pre,hud,True
C019,whod,192,LV,pre,hid,False
C020,had,109,LV,pre,hard,False
C020,hard,139,LV,pre,hud,False
C020,head,125,LV,pre,head,True
C020,heard,245,LV,pre,heard,True
C020,heed,207,LV,pre,heed,True
C020,hid,83,LV,pre,hid,True
C020,hoard,240,LV,pre,head,False
C020,hod,135,LV,pre,hud,False
C020,hood,117,LV,pre,heard,False
C020,hud,107,LV,pre,head,False
C020,whod,244,LV,pre,whod,True
C021,had,233,LV,pre,hud,False
C021,heard,175,LV,pre,head,False
C021,hard,254,LV,pre,hud,False
C021,head,115,LV,pre,head,True
C021,heed,294,LV,pre,whod,False
C021,hid,90,LV,pre,hid,True
C021,hoard,81,LV,pre,hoard,True
C021,hod,147,LV,pre,hod,True
C021,hood,116,LV,pre,head,False
C021,hud,87,LV,pre,had,False
C021,whod,138,LV,pre,hoard,False
C022,had,186,LV,pre,had,True
C022,hard,193,LV,pre,had,False
C022,head,190,LV,pre,head,True
C022,heard,188,LV,pre,head,False
C022,heed,144,LV,pre,heed,True
C022,hid,161,LV,pre,heed,False
C022,hoard,240,LV,pre,hod,False
C022,hod,131,LV,pre,hard,False
C022,hood,148,LV,pre,hid,False
C022,hud,203,LV,pre,had,False
C022,whod,248,LV,pre,whod,True
C023,had,185,LV,pre,head,False
C023,hard,174,LV,pre,hod,False
C023,head,172,LV,pre,hoard,False
C023,heard,230,LV,pre,hod,False
C023,heed,265,LV,pre,hid,False
C023,hid,172,LV,pre,hid,True
C023,hoard,173,LV,pre,hoard,True
C023,hod,153,LV,pre,hod,True
C023,hood,176,LV,pre,hod,False
C023,hud,140,LV,pre,heard,False
C023,whod,210,LV,pre,hoard,False
C024,hood,228,LV,pre,hod,False
C024,hud,146,LV,pre,had,False
C024,whod,179,LV,pre,hoard,False
C024,had,167,LV,pre,had,True
C024,hard,183,LV,pre,hud,False
C024,head,209,LV,pre,hod,False
C024,heard,233,LV,pre,hod,False
C024,heed,259,LV,pre,heed,True
C024,hid,166,LV,pre,heed,False
C024,hoard,237,LV,pre,hod,False
C024,hod,167,LV,pre,hod,True
C01,had,189,LV,pre,head,False
C01,hard,177,LV,pre,hard,True
C01,head,99,LV,pre,head,True
C01,heard,198,LV,pre,hoard,False
C01,heed,209,LV,pre,heed,True
C01,hid,124,LV,pre,hid,True
C01,hoard,212,LV,pre,hod,False
C01,hod,101,LV,pre,hod,True
C01,hood,232,LV,pre,hoard,False
C01,hud,110,LV,pre,head,False
C01,whod,156,LV,pre,hoard,False
C02,had,155,LV,pre,had,True
C02,hard,194,LV,pre,had,False
C02,head,89,LV,pre,hoard,False
C02,heard,118,LV,pre,hud,False
C02,heed,208,LV,pre,heed,True
C02,hid,136,LV,pre,hid,True
C02,hoard,246,LV,pre,hod,False
C02,hod,133,LV,pre,hud,False
C02,hood,129,LV,pre,hod,False
C02,hud,129,LV,pre,hud,True
C02,whod,219,LV,pre,whod,True
C03,had,145,LV,pre,had,True
C03,hard,207,LV,pre,hard,True
C03,head,109,LV,pre,hid,False
C03,heard,223,LV,pre,head,False
C03,heed,219,LV,pre,heed,True
C03,hid,143,LV,pre,whod,False
C03,hoard,168,LV,pre,hoard,True
C03,hod,141,LV,pre,hoard,False
C03,hood,127,LV,pre,hoard,False
C03,hud,142,LV,pre,head,False
C03,whod,155,LV,pre,whod,True
C04,had,127,LV,pre,had,True
C04,hard,207,LV,pre,hud,False
C04,head,149,LV,pre,head,True
C04,heard,186,LV,pre,hoard,False
C04,heed,245,LV,pre,whod,False
C04,hid,146,LV,pre,hoard,False
C04,hoard,205,LV,pre,hoard,True
C04,hod,149,LV,pre,hod,True
C04,hood,144,LV,pre,heard,False
C04,hud,149,LV,pre,hoard,False
C04,whod,196,LV,pre,whod,True
C05,had,121,LV,pre,hud,False
C05,hard,177,LV,pre,hard,True
C05,head,72,LV,pre,hid,False
C05,heard,211,LV,pre,hud,False
C05,heed,171,LV,pre,whod,False
C05,hid,86,LV,pre,hoard,False
C05,hoard,147,LV,pre,hoard,True
C05,hod,134,LV,pre,hoard,False
C05,hood,107,LV,pre,hood,True
C05,hud,82,LV,pre,hud,True
C05,whod,182,LV,pre,hoard,False
C06,had,134,LV,pre,heard,False
C06,hard,216,LV,pre,hard,True
C06,head,129,LV,pre,head,True
C06,heard,171,LV,pre,heard,True
C06,heed,137,LV,pre,hid,False
C06,hid,94,LV,pre,hoard,False
C06,hoard,143,LV,pre,hod,False
C06,hod,98,LV,pre,heard,False
C06,hood,91,LV,pre,hood,True
C06,hud,90,LV,pre,heard,False
C06,whod,86,LV,pre,hoard,False
C07,had,157,LV,pre,had,True
C07,hard,251,LV,pre,hud,False
C07,head,127,LV,pre,hoard,False
C07,heard,310,LV,pre,had,False
C07,heed,247,LV,pre,heed,True
C07,hid,125,LV,pre,head,False
C07,hoard,301,LV,pre,hoard,True
C07,hod,123,LV,pre,hod,True
C07,hood,181,LV,pre,head,False
C07,hud,144,LV,pre,had,False
C07,whod,166,LV,pre,whod,True
C08,had,188,LV,pre,had,True
C08,hard,180,LV,pre,hud,False
C08,head,134,LV,pre,hoard,False
C08,heard,194,LV,pre,hoard,False
C08,heed,171,LV,pre,heed,True
C08,hid,125,LV,pre,hid,True
C08,hoard,167,LV,pre,heard,False
C08,hod,183,LV,pre,hoard,False
C08,hood,140,LV,pre,hid,False
C08,hud,142,LV,pre,head,False
C08,whod,213,LV,pre,whod,True
C09,had,127,LV,pre,hud,False
C09,hard,263,LV,pre,hard,True
C09,head,100,LV,pre,hid,False
C09,heard,250,LV,pre,hud,False
C09,heed,271,LV,pre,hoard,False
C09,hid,151,LV,pre,hoard,False
C09,hoard,105,LV,pre,hoard,True
C09,hod,102,LV,pre,hod,True
C09,hood,135,LV,pre,head,False
C09,hud,155,LV,pre,hud,True
C09,whod,240,LV,pre,whod,True
