Participant,Test,Group,stimulus,word,response,IDaccuracy,Goodness
VID_Listener3,post,HV,C011HV-hud,hud,head,0,4
VID_Listener2,post,HV,C011HV-hud,hud,hid,0,5
VID_Listener1,post,HV,C011HV-hud,hud,head,0,6
VID_Listener3,post,HV,C011HV-whod,whod,hood,0,2
VID_Listener5,post,HV,C011HV-whod,whod,whod,1,4
VID_Listener1,post,HV,C011HV-whod,whod,hood,0,5
VID_Listener2,post,HV,C011HV-whod,whod,hood,0,5
VID_Listener4,post,HV,C011HV-whod,whod,hoyd,0,5
VID_Listener1,pre,LV,C011re-had,had,had,1,2
VID_Listener3,pre,LV,C011re-had,had,had,1,2
VID_Listener4,pre,LV,C011re-had,had,hoard,0,2
VID_Listener2,pre,LV,C011re-had,had,hid,0,5
VID_Listener5,pre,LV,C011re-had,had,hud,0,5
VID_Listener4,pre,LV,C011re-haired,haired,hud,0,2
VID_Listener5,pre,LV,C011re-haired,haired,hoed,0,3
VID_Listener1,pre,LV,C011re-haired,haired,head,0,4
VID_Listener3,pre,LV,C011re-haired,haired,head,0,4
VID_Listener2,pre,LV,C011re-haired,haired,head,0,6
VID_Listener1,pre,LV,C011re-hard,hard,hoed,0,2
VID_Listener4,pre,LV,C011re-hard,hard,hard,1,2
VID_Listener5,pre,LV,C011re-hard,hard,howd,0,2
VID_Listener2,pre,LV,C011re-hard,hard,hard,1,3
VID_Listener3,pre,LV,C011re-hard,hard,heard,0,3
VID_Listener1,pre,LV,C011re-hayed,hayed,haired,0,3
VID_Listener5,pre,LV,C011re-hayed,hayed,hayed,1,3
VID_Listener2,pre,LV,C011re-hayed,hayed,heed,0,4
VID_Listener3,pre,LV,C011re-hayed,hayed,head,0,6
VID_Listener4,pre,LV,C011re-hayed,hayed,haired,0,6
VID_Listener3,pre,LV,C011re-head,head,head,1,3
VID_Listener1,pre,LV,C011re-head,head,hide,0,4
VID_Listener5,pre,LV,C011re-head,head,hoed,0,4
VID_Listener4,pre,LV,C011re-head,head,hid,0,5
VID_Listener2,pre,LV,C011re-head,head,head,1,6
VID_Listener5,pre,LV,C011re-hear,hear,heed,0,2
VID_Listener2,pre,LV,C011re-hear,hear,hayed,0,3
VID_Listener1,pre,LV,C011re-hear,hear,hear,1,4
VID_Listener4,pre,LV,C011re-hear,hear,heard,0,4
VID_Listener3,pre,LV,C011re-hear,hear,hear,1,5
VID_Listener1,pre,LV,C011re-heard,heard,heard,1,3
VID_Listener3,pre,LV,C011re-heard,heard,hod,0,3
VID_Listener5,pre,LV,C011re-heard,heard,hod,0,3
VID_Listener2,pre,LV,C011re-heard,heard,hard,0,4
VID_Listener4,pre,LV,C011re-heard,heard,hid,0,5
VID_Listener3,pre,LV,C011re-heed,heed,heard,0,1
VID_Listener4,pre,LV,C011re-heed,heed,hood,0,2
VID_Listener1,pre,LV,C011re-heed,heed,heed,1,4
VID_Listener5,pre,LV,C011re-heed,heed,heed,1,5
VID_Listener2,pre,LV,C011re-heed,heed,heed,1,7
VID_Listener4,pre,LV,C011re-hid,hid,hid,1,3
VID_Listener3,pre,LV,C011re-hid,hid,hid,1,5
VID_Listener5,pre,LV,C011re-hid,hid,hid,1,5
VID_Listener1,pre,LV,C011re-hid,hid,hid,1,7
VID_Listener2,pre,LV,C011re-hid,hid,hid,1,7
VID_Listener4,pre,LV,C011re-hide,hide,hear,0,2
VID_Listener1,pre,LV,C011re-hide,hide,hide,1,5
VID_Listener2,pre,LV,C011re-hide,hide,hide,1,5
VID_Listener3,pre,LV,C011re-hide,hide,hide,1,5
VID_Listener5,pre,LV,C011re-hide,hide,hide,1,6
VID_Listener1,pre,LV,C011re-hoard,hoard,howd,0,1
VID_Listener4,pre,LV,C011re-hoard,hoard,hid,0,2
VID_Listener3,pre,LV,C011re-hoard,hoard,hoed,0,4
VID_Listener5,pre,LV,C011re-hoard,hoard,hod,0,4
VID_Listener2,pre,LV,C011re-hoard,hoard,hoed,0,5
VID_Listener1,pre,LV,C011re-hod,hod,hud,0,4
VID_Listener2,pre,LV,C011re-hod,hod,hood,0,4
VID_Listener3,pre,LV,C011re-hod,hod,hod,1,5
VID_Listener4,pre,LV,C011re-hod,hod,hud,0,5
VID_Listener5,pre,LV,C011re-hod,hod,hod,1,6
VID_Listener3,pre,LV,C011re-hoed,hoed,head,0,3
VID_Listener5,pre,LV,C011re-hoed,hoed,whod,0,4
VID_Listener1,pre,LV,C011re-hoed,hoed,hayed,0,5
VID_Listener4,pre,LV,C011re-hoed,hoed,had,0,5
VID_Listener2,pre,LV,C011re-hoed,hoed,hide,0,6
VID_Listener4,pre,LV,C011re-hood,hood,hide,0,2
VID_Listener2,pre,LV,C011re-hood,hood,whod,0,5
VID_Listener3,pre,LV,C011re-hood,hood,hood,1,5
VID_Listener5,pre,LV,C011re-hood,hood,hud,0,5
VID_Listener1,pre,LV,C011re-hood,hood,hood,1,6
VID_Listener3,pre,LV,C011re-howd,howd,hoyd,0,3
VID_Listener4,pre,LV,C011re-howd,howd,whod,0,3
VID_Listener5,pre,LV,C011re-howd,howd,hoed,0,3
VID_Listener1,pre,LV,C011re-howd,howd,howd,1,4
VID_Listener2,pre,LV,C011re-howd,howd,howd,1,6
VID_Listener1,pre,LV,C011re-hoyd,hoyd,howd,0,1
VID_Listener3,pre,LV,C011re-hoyd,hoyd,hood,0,2
VID_Listener4,pre,LV,C011re-hoyd,hoyd,hear,0,2
VID_Listener5,pre,LV,C011re-hoyd,hoyd,hoyd,1,4
VID_Listener2,pre,LV,C011re-hoyd,hoyd,hide,0,5
VID_Listener3,pre,HV,C011reHV-had,had,hide,0,1
VID_Listener5,pre,HV,C011reHV-had,had,had,1,4
VID_Listener1,pre,HV,C011reHV-had,had,had,1,5
VID_Listener2,pre,HV,C011reHV-had,had,had,1,5
VID_Listener4,pre,HV,C011reHV-had,had,hod,0,6
VID_Listener1,pre,HV,C011reHV-haired,haired,haired,1,3
VID_Listener5,pre,HV,C011reHV-haired,haired,head,0,4
VID_Listener4,pre,HV,C011reHV-haired,haired,hid,0,5
VID_Listener2,pre,HV,C011reHV-haired,haired,head,0,6
VID_Listener3,pre,HV,C011reHV-haired,haired,head,0,6
VID_Listener4,pre,HV,C011reHV-hard,hard,had,0,1
VID_Listener3,pre,HV,C011reHV-hard,hard,heard,0,2
VID_Listener5,pre,HV,C011reHV-hard,hard,hard,1,3
VID_Listener2,pre,HV,C011reHV-hard,hard,hard,1,5
VID_Listener1,pre,HV,C011reHV-hard,hard,hard,1,6
VID_Listener4,pre,HV,C011reHV-hayed,hayed,had,0,1
VID_Listener3,pre,HV,C011reHV-hayed,hayed,hoed,0,2
VID_Listener5,pre,HV,C011reHV-hayed,hayed,hide,0,2
VID_Listener1,pre,HV,C011reHV-hayed,hayed,hayed,1,6
VID_Listener2,pre,HV,C011reHV-hayed,hayed,hide,0,7
VID_Listener4,pre,HV,C011reHV-head,head,hide,0,1
VID_Listener1,pre,HV,C011reHV-head,head,head,1,3
VID_Listener5,pre,HV,C011reHV-head,head,hid,0,3
VID_Listener3,pre,HV,C011reHV-head,head,head,1,4
VID_Listener2,pre,HV,C011reHV-head,head,head,1,7
VID_Listener3,pre,HV,C011reHV-hear,hear,head,0,1
VID_Listener4,pre,HV,C011reHV-hear,hear,haired,0,2
VID_Listener5,pre,HV,C011reHV-hear,hear,hear,1,5
VID_Listener1,pre,HV,C011reHV-hear,hear,hear,1,6
VID_Listener2,pre,HV,C011reHV-hear,hear,hear,1,7
VID_Listener3,pre,HV,C011reHV-heard,heard,had,0,2
VID_Listener1,pre,HV,C011reHV-heard,heard,hard,0,3
VID_Listener5,pre,HV,C011reHV-heard,heard,had,0,3
VID_Listener2,pre,HV,C011reHV-heard,heard,hard,0,5
VID_Listener4,pre,HV,C011reHV-heard,heard,hoard,0,5
VID_Listener3,pre,HV,C011reHV-heed,heed,hayed,0,1
VID_Listener1,pre,HV,C011reHV-heed,heed,heed,1,4
VID_Listener5,pre,HV,C011reHV-heed,heed,heed,1,4
VID_Listener2,pre,HV,C011reHV-heed,heed,hid,0,5
VID_Listener4,pre,HV,C011reHV-heed,heed,hud,0,7
VID_Listener5,pre,HV,C011reHV-hid,hid,hud,0,3
VID_Listener1,pre,HV,C011reHV-hid,hid,head,0,4
VID_Listener3,pre,HV,C011reHV-hid,hid,hid,1,4
VID_Listener4,pre,HV,C011reHV-hid,hid,haired,0,5
VID_Listener2,pre,HV,C011reHV-hid,hid,hid,1,6
VID_Listener1,pre,HV,C011reHV-hide,hide,hide,1,4
VID_Listener4,pre,HV,C011reHV-hide,hide,heed,0,4
VID_Listener3,pre,HV,C011reHV-hide,hide,hide,1,5
VID_Listener5,pre,HV,C011reHV-hide,hide,hide,1,5
VID_Listener2,pre,HV,C011reHV-hide,hide,hide,1,7
VID_Listener5,pre,HV,C011reHV-hoard,hoard,hoyd,0,1
VID_Listener2,pre,HV,C011reHV-hoard,hoard,hoed,0,3
VID_Listener3,pre,HV,C011reHV-hoard,hoard,hoyd,0,3
VID_Listener1,pre,HV,C011reHV-hoard,hoard,hoed,0,5
VID_Listener4,pre,HV,C011reHV-hoard,hoard,hoard,1,7
VID_Listener2,pre,HV,C011reHV-hod,hod,hood,0,3
VID_Listener3,pre,HV,C011reHV-hod,hod,howd,0,3
VID_Listener5,pre,HV,C011reHV-hod,hod,hod,1,3
VID_Listener1,pre,HV,C011reHV-hod,hod,hod,1,4
VID_Listener4,pre,HV,C011reHV-hod,hod,hard,0,4
VID_Listener5,pre,HV,C011reHV-hoed,hoed,hide,0,1
VID_Listener3,pre,HV,C011reHV-hoed,hoed,hide,0,5
VID_Listener4,pre,HV,C011reHV-hoed,hoed,hide,0,6
VID_Listener1,pre,HV,C011reHV-hoed,hoed,hide,0,7
VID_Listener2,pre,HV,C011reHV-hoed,hoed,hide,0,7
VID_Listener1,pre,HV,C011reHV-hood,hood,head,0,3
VID_Listener4,pre,HV,C011reHV-hood,hood,hid,0,3
VID_Listener3,pre,HV,C011reHV-hood,hood,hid,0,4
VID_Listener5,pre,HV,C011reHV-hood,hood,head,0,4
VID_Listener2,pre,HV,C011reHV-hood,hood,head,0,6
VID_Listener5,pre,HV,C011reHV-howd,howd,howd,1,2
VID_Listener3,pre,HV,C011reHV-howd,howd,howd,1,3
VID_Listener1,pre,HV,C011reHV-howd,howd,howd,1,4
VID_Listener2,pre,HV,C011reHV-howd,howd,howd,1,5
VID_Listener4,pre,HV,C011reHV-howd,howd,haired,0,6
VID_Listener3,pre,HV,C011reHV-hoyd,hoyd,hoyd,1,1
VID_Listener1,pre,HV,C011reHV-hoyd,hoyd,hide,0,3
VID_Listener4,pre,HV,C011reHV-hoyd,hoyd,hide,0,4
VID_Listener5,pre,HV,C011reHV-hoyd,hoyd,hoyd,1,5
VID_Listener2,pre,HV,C011reHV-hoyd,hoyd,hide,0,6
VID_Listener4,pre,HV,C011reHV-hud,hud,haired,0,4
VID_Listener5,pre,HV,C011reHV-hud,hud,had,0,4
VID_Listener1,pre,HV,C011reHV-hud,hud,had,0,5
VID_Listener3,pre,HV,C011reHV-hud,hud,had,0,6
VID_Listener2,pre,HV,C011reHV-hud,hud,had,0,7
VID_Listener1,pre,HV,C011reHV-whod,whod,hoyd,0,1
VID_Listener3,pre,HV,C011reHV-whod,whod,hoyd,0,1
VID_Listener5,pre,HV,C011reHV-whod,whod,hoard,0,1
VID_Listener2,pre,HV,C011reHV-whod,whod,hear,0,2
VID_Listener4,pre,HV,C011reHV-whod,whod,hear,0,2
VID_Listener1,pre,LV,C011re-whod,whod,hid,0,3
VID_Listener5,pre,LV,C011re-whod,whod,whod,1,3
VID_Listener4,pre,LV,C011re-whod,whod,haired,0,4
VID_Listener3,pre,LV,C011re-whod,whod,head,0,5
VID_Listener2,pre,LV,C011re-whod,whod,hood,0,6
VID_Listener4,post,LV,C011stLV-had,had,haired,0,3
VID_Listener5,post,LV,C011stLV-had,had,hud,0,4
VID_Listener1,post,LV,C011stLV-had,had,had,1,6
VID_Listener3,post,LV,C011stLV-had,had,head,0,6
VID_Listener2,post,LV,C011stLV-had,had,had,1,7
VID_Listener4,post,LV,C011stLV-haired,haired,hide,0,4
VID_Listener5,post,LV,C011stLV-haired,haired,heard,0,4
VID_Listener3,post,LV,C011stLV-haired,haired,heard,0,5
VID_Listener1,post,LV,C011stLV-haired,haired,haired,1,6
VID_Listener2,post,LV,C011stLV-haired,haired,heard,0,6
VID_Listener3,post,LV,C011stLV-hard,hard,had,0,3
VID_Listener5,post,LV,C011stLV-hard,hard,hod,0,3
VID_Listener4,post,LV,C011stLV-hard,hard,hard,1,5
VID_Listener1,post,LV,C011stLV-hard,hard,hard,1,6
VID_Listener2,post,LV,C011stLV-hard,hard,hard,1,7
VID_Listener5,post,LV,C011stLV-hayed,hayed,howd,0,3
VID_Listener3,post,LV,C011stLV-hayed,hayed,hayed,1,5
VID_Listener4,post,LV,C011stLV-hayed,hayed,hoard,0,5
VID_Listener1,post,LV,C011stLV-hayed,hayed,hayed,1,6
VID_Listener2,post,LV,C011stLV-hayed,hayed,hide,0,7
VID_Listener5,post,LV,C011stLV-head,head,hud,0,3
VID_Listener3,post,LV,C011stLV-head,head,head,1,5
VID_Listener4,post,LV,C011stLV-head,head,haired,0,5
VID_Listener1,post,LV,C011stLV-head,head,head,1,6
VID_Listener2,post,LV,C011stLV-head,head,hid,0,6
VID_Listener4,post,LV,C011stLV-hear,hear,head,0,1
VID_Listener2,post,LV,C011stLV-hear,hear,haired,0,3
VID_Listener3,post,LV,C011stLV-hear,hear,hear,1,6
VID_Listener1,post,LV,C011stLV-hear,hear,hear,1,7
VID_Listener5,post,LV,C011stLV-hear,hear,hear,1,7
VID_Listener3,post,LV,C011stLV-heard,heard,hod,0,4
VID_Listener1,post,LV,C011stLV-heard,heard,heard,1,5
VID_Listener5,post,LV,C011stLV-heard,heard,whod,0,5
VID_Listener2,post,LV,C011stLV-heard,heard,hood,0,6
VID_Listener4,post,LV,C011stLV-heard,heard,hod,0,7
VID_Listener3,post,LV,C011stLV-heed,heed,hide,0,1
VID_Listener4,post,LV,C011stLV-heed,heed,head,0,2
VID_Listener2,post,LV,C011stLV-heed,heed,heed,1,6
VID_Listener1,post,LV,C011stLV-heed,heed,heed,1,7
VID_Listener5,post,LV,C011stLV-heed,heed,heed,1,7
VID_Listener3,post,LV,C011stLV-hid,hid,hid,1,4
VID_Listener5,post,LV,C011stLV-hid,hid,hid,1,4
VID_Listener2,post,LV,C011stLV-hid,hid,heed,0,6
VID_Listener4,post,LV,C011stLV-hid,hid,hid,1,6
VID_Listener1,post,LV,C011stLV-hid,hid,hid,1,7
VID_Listener4,post,LV,C011stLV-hide,hide,haired,0,3
VID_Listener5,post,LV,C011stLV-hide,hide,hide,1,3
VID_Listener1,post,LV,C011stLV-hide,hide,hide,1,5
VID_Listener3,post,LV,C011stLV-hide,hide,hide,1,5
VID_Listener2,post,LV,C011stLV-hide,hide,hide,1,7
VID_Listener3,post,LV,C011stLV-hoard,hoard,hud,0,2
VID_Listener2,post,LV,C011stLV-hoard,hoard,hoed,0,5
VID_Listener4,post,LV,C011stLV-hoard,hoard,hayed,0,5
VID_Listener5,post,LV,C011stLV-hoard,hoard,hoard,1,5
VID_Listener1,post,LV,C011stLV-hoard,hoard,hoard,1,7
VID_Listener5,post,LV,C011stLV-hod,hod,whod,0,1
VID_Listener4,post,LV,C011stLV-hod,hod,hayed,0,2
VID_Listener3,post,LV,C011stLV-hod,hod,hod,1,3
VID_Listener1,post,LV,C011stLV-hod,hod,hood,0,4
VID_Listener2,post,LV,C011stLV-hod,hod,hoed,0,5
VID_Listener4,post,LV,C011stLV-hoed,hoed,hide,0,1
VID_Listener1,post,LV,C011stLV-hoed,hoed,haired,0,4
VID_Listener5,post,LV,C011stLV-hoed,hoed,hood,0,4
VID_Listener2,post,LV,C011stLV-hoed,hoed,heard,0,5
VID_Listener3,post,LV,C011stLV-hoed,hoed,hood,0,5
VID_Listener1,post,LV,C011stLV-hood,hood,hid,0,3
VID_Listener3,post,LV,C011stLV-hood,hood,hood,1,5
VID_Listener2,post,LV,C011stLV-hood,hood,whod,0,6
VID_Listener5,post,LV,C011stLV-hood,hood,hood,1,6
VID_Listener4,post,LV,C011stLV-hood,hood,hood,1,7
VID_Listener4,post,LV,C011stLV-howd,howd,hear,0,1
VID_Listener1,post,LV,C011stLV-howd,howd,howd,1,2
VID_Listener3,post,LV,C011stLV-howd,howd,hoyd,0,2
VID_Listener2,post,LV,C011stLV-howd,howd,howd,1,5
VID_Listener5,post,LV,C011stLV-howd,howd,howd,1,5
VID_Listener3,post,LV,C011stLV-hoyd,hoyd,heard,0,1
VID_Listener1,post,LV,C011stLV-hoyd,hoyd,howd,0,2
VID_Listener4,post,LV,C011stLV-hoyd,hoyd,hoed,0,4
VID_Listener5,post,LV,C011stLV-hoyd,hoyd,hoyd,1,5
VID_Listener2,post,LV,C011stLV-hoyd,hoyd,hide,0,7
VID_Listener3,post,LV,C011stLV-hud,hud,hod,0,2
VID_Listener4,post,LV,C011stLV-hud,hud,hod,0,2
VID_Listener1,post,LV,C011stLV-hud,hud,hud,1,5
VID_Listener5,post,LV,C011stLV-hud,hud,hod,0,5
VID_Listener2,post,LV,C011stLV-hud,hud,hood,0,6
VID_Listener4,post,LV,C011stLV-whod,whod,whod,1,3
VID_Listener5,post,LV,C011stLV-whod,whod,hood,0,4
VID_Listener1,post,LV,C011stLV-whod,whod,hood,0,5
VID_Listener2,post,LV,C011stLV-whod,whod,whod,1,5
VID_Listener3,post,LV,C011stLV-whod,whod,hood,0,7
VID_Listener5,post,HV,C012HV-had,had,had,1,2
VID_Listener3,post,HV,C012HV-had,had,heard,0,4
VID_Listener4,post,HV,C012HV-had,had,head,0,4
VID_Listener2,post,HV,C012HV-had,had,hid,0,5
VID_Listener1,post,HV,C012HV-had,had,had,1,6
VID_Listener4,post,HV,C012HV-haired,haired,hard,0,2
VID_Listener1,post,HV,C012HV-haired,haired,head,0,5
VID_Listener5,post,HV,C012HV-haired,haired,hood,0,5
VID_Listener3,post,HV,C012HV-haired,haired,head,0,6
VID_Listener2,post,HV,C012HV-haired,haired,head,0,7
VID_Listener5,post,HV,C012HV-hard,hard,had,0,3
VID_Listener1,post,HV,C012HV-hard,hard,hard,1,6
VID_Listener2,post,HV,C012HV-hard,hard,had,0,6
VID_Listener3,post,HV,C012HV-hard,hard,had,0,6
VID_Listener4,post,HV,C012HV-hard,hard,hud,0,6
VID_Listener4,post,HV,C012HV-hayed,hayed,hoard,0,1
VID_Listener1,post,HV,C012HV-hayed,hayed,hayed,1,5
VID_Listener3,post,HV,C012HV-hayed,hayed,hayed,1,5
VID_Listener5,post,HV,C012HV-hayed,hayed,hayed,1,5
VID_Listener2,post,HV,C012HV-hayed,hayed,hide,0,6
VID_Listener4,post,HV,C012HV-head,head,hoyd,0,2
VID_Listener5,post,HV,C012HV-head,head,hud,0,4
VID_Listener1,post,HV,C012HV-head,head,head,1,6
VID_Listener2,post,HV,C012HV-head,head,hid,0,6
VID_Listener3,post,HV,C012HV-head,head,head,1,7
VID_Listener4,post,HV,C012HV-hear,hear,hayed,0,2
VID_Listener5,post,HV,C012HV-hear,hear,haired,0,3
VID_Listener3,post,HV,C012HV-hear,hear,hear,1,5
VID_Listener1,post,HV,C012HV-hear,hear,hear,1,6
VID_Listener2,post,HV,C012HV-hear,hear,hear,1,7
VID_Listener5,post,HV,C012HV-heard,heard,hod,0,4
VID_Listener1,post,HV,C012HV-heard,heard,heard,1,5
VID_Listener2,post,HV,C012HV-heard,heard,hood,0,5
VID_Listener3,post,HV,C012HV-heard,heard,heard,1,5
VID_Listener4,post,HV,C012HV-heard,heard,hod,0,6
VID_Listener5,post,HV,C012HV-heed,heed,hide,0,2
VID_Listener4,post,HV,C012HV-heed,heed,hoard,0,4
VID_Listener1,post,HV,C012HV-heed,heed,hid,0,5
VID_Listener2,post,HV,C012HV-heed,heed,heed,1,6
VID_Listener3,post,HV,C012HV-heed,heed,hid,0,7
VID_Listener4,post,HV,C012HV-hid,hid,hide,0,2
VID_Listener1,post,HV,C012HV-hid,hid,hood,0,4
VID_Listener2,post,HV,C012HV-hid,hid,hid,1,6
VID_Listener3,post,HV,C012HV-hid,hid,hid,1,6
VID_Listener5,post,HV,C012HV-hid,hid,hid,1,7
VID_Listener5,post,HV,C012HV-hide,hide,hide,1,4
VID_Listener3,post,HV,C012HV-hide,hide,hide,1,6
VID_Listener1,post,HV,C012HV-hide,hide,hide,1,7
VID_Listener2,post,HV,C012HV-hide,hide,hide,1,7
VID_Listener4,post,HV,C012HV-hide,hide,hide,1,7
VID_Listener4,post,HV,C012HV-hoard,hoard,had,0,1
VID_Listener5,post,HV,C012HV-hoard,hoard,hood,0,3
VID_Listener3,post,HV,C012HV-hoard,hoard,hoed,0,4
VID_Listener1,post,HV,C012HV-hoard,hoard,hoard,1,5
VID_Listener2,post,HV,C012HV-hoard,hoard,whod,0,6
VID_Listener5,post,HV,C012HV-hod,hod,hod,1,4
VID_Listener1,post,HV,C012HV-hod,hod,hod,1,5
VID_Listener2,post,HV,C012HV-hod,hod,hud,0,5
VID_Listener3,post,HV,C012HV-hod,hod,hood,0,5
VID_Listener4,post,HV,C012HV-hod,hod,hide,0,5
VID_Listener4,post,HV,C012HV-hoed,hoed,hud,0,2
VID_Listener5,post,HV,C012HV-hoed,hoed,hoed,1,3
VID_Listener1,post,HV,C012HV-hoed,hoed,hayed,0,5
VID_Listener2,post,HV,C012HV-hoed,hoed,hide,0,5
VID_Listener3,post,HV,C012HV-hoed,hoed,hayed,0,5
VID_Listener5,post,HV,C012HV-hood,hood,hood,1,3
VID_Listener1,post,HV,C012HV-hood,hood,hud,0,4
VID_Listener3,post,HV,C012HV-hood,hood,hood,1,5
VID_Listener2,post,HV,C012HV-hood,hood,hood,1,7
VID_Listener4,post,HV,C012HV-hood,hood,hood,1,7
VID_Listener1,post,HV,C012HV-howd,howd,howd,1,3
VID_Listener5,post,HV,C012HV-howd,howd,howd,1,4
VID_Listener2,post,HV,C012HV-howd,howd,howd,1,6
VID_Listener3,post,HV,C012HV-howd,howd,howd,1,6
VID_Listener4,post,HV,C012HV-howd,howd,howd,1,6
VID_Listener3,post,HV,C012HV-hoyd,hoyd,hoyd,1,5
VID_Listener5,post,HV,C012HV-hoyd,hoyd,hoyd,1,5
VID_Listener4,post,HV,C012HV-hoyd,hoyd,had,0,6
VID_Listener1,post,HV,C012HV-hoyd,hoyd,hoyd,1,7
VID_Listener2,post,HV,C012HV-hoyd,hoyd,hoyd,1,7
VID_Listener4,post,HV,C012HV-hud,hud,head,0,3
VID_Listener5,post,HV,C012HV-hud,hud,hod,0,3
VID_Listener1,post,HV,C012HV-hud,hud,had,0,4
VID_Listener2,post,HV,C012HV-hud,hud,hard,0,6
VID_Listener3,post,HV,C012HV-hud,hud,had,0,6
VID_Listener4,post,HV,C012HV-whod,whod,hood,0,3
VID_Listener1,post,HV,C012HV-whod,whod,hood,0,4
VID_Listener3,post,HV,C012HV-whod,whod,hood,0,5
VID_Listener5,post,HV,C012HV-whod,whod,whod,1,5
VID_Listener2,post,HV,C012HV-whod,whod,hood,0,6
VID_Listener1,pre,LV,C012re-had,had,had,1,2
VID_Listener4,pre,LV,C012re-had,had,hoard,0,2
VID_Listener3,pre,LV,C012re-had,had,had,1,4
VID_Listener2,pre,LV,C012re-had,had,hid,0,5
VID_Listener5,pre,LV,C012re-had,had,hud,0,5
VID_Listener1,pre,LV,C012re-haired,haired,hoyd,0,2
VID_Listener3,pre,LV,C012re-haired,haired,hard,0,2
VID_Listener4,pre,LV,C012re-haired,haired,had,0,5
VID_Listener5,pre,LV,C012re-haired,haired,haired,1,5
VID_Listener2,pre,LV,C012re-haired,haired,had,0,6
VID_Listener1,pre,LV,C012re-hard,hard,hud,0,3
VID_Listener2,pre,LV,C012re-hard,hard,whod,0,3
VID_Listener3,pre,LV,C012re-hard,hard,hood,0,4
VID_Listener5,pre,LV,C012re-hard,hard,hood,0,4
VID_Listener4,pre,LV,C012re-hard,hard,haired,0,5
VID_Listener3,pre,LV,C012re-hayed,hayed,hayed,1,3
VID_Listener4,pre,LV,C012re-hayed,hayed,head,0,5
VID_Listener2,pre,LV,C012re-hayed,hayed,hide,0,6
VID_Listener1,pre,LV,C012re-hayed,hayed,hayed,1,7
VID_Listener5,pre,LV,C012re-hayed,hayed,hayed,1,7
VID_Listener1,pre,LV,C012re-head,head,head,1,4
VID_Listener1,pre,LV,C012re-hear,hear,hear,1,6
VID_Listener1,pre,LV,C012re-heard,heard,hard,0,2
VID_Listener1,pre,LV,C012re-hid,hid,hid,1,5
VID_Listener1,pre,LV,C012re-hide,hide,hide,1,4
VID_Listener1,pre,LV,C012re-hoard,hoard,hod,0,5
VID_Listener1,pre,LV,C012re-hod,hod,hayed,0,1
VID_Listener1,pre,LV,C012re-hoed,hoed,heard,0,6
VID_Listener1,pre,LV,C012re-hood,hood,hud,0,5
VID_Listener1,pre,LV,C012re-howd,howd,howd,1,4
VID_Listener1,pre,LV,C012re-hoyd,hoyd,hoyd,1,2
VID_Listener1,pre,LV,C012re-hud,hud,heard,0,1
VID_Listener1,pre,HV,C012reHV-had,had,had,1,4
VID_Listener1,pre,HV,C012reHV-haired,haired,head,0,6
VID_Listener1,pre,HV,C012reHV-hard,hard,hard,1,4
VID_Listener1,pre,HV,C012reHV-hayed,hayed,hayed,1,6
VID_Listener1,pre,HV,C012reHV-head,head,head,1,6
VID_Listener1,pre,HV,C012reHV-hear,hear,hear,1,5
VID_Listener1,pre,HV,C012reHV-heard,heard,heard,1,4
VID_Listener1,pre,HV,C012reHV-heed,heed,hid,0,3
VID_Listener1,pre,HV,C012reHV-hid,hid,head,0,5
VID_Listener1,pre,HV,C012reHV-hide,hide,hide,1,7
VID_Listener1,pre,HV,C012reHV-hoard,hoard,hod,0,2
VID_Listener1,pre,HV,C012reHV-hod,hod,hard,0,2
VID_Listener1,pre,HV,C012reHV-hoed,hoed,hide,0,5
VID_Listener1,pre,HV,C012reHV-hood,hood,hood,1,2
VID_Listener1,pre,HV,C012reHV-howd,howd,howd,1,3
VID_Listener1,pre,HV,C012reHV-hoyd,hoyd,hide,0,3
VID_Listener1,pre,HV,C012reHV-hud,hud,hud,1,6
VID_Listener1,pre,HV,C012reHV-whod,whod,heard,0,2
VID_Listener1,pre,LV,C012re-whod,whod,whod,1,6
VID_Listener1,post,LV,C012stLV-had,had,head,0,2
VID_Listener1,post,LV,C012stLV-haired,haired,haired,1,5
VID_Listener1,post,LV,C012stLV-hard,hard,hoard,0,3
VID_Listener1,post,LV,C012stLV-hayed,hayed,hayed,1,6
VID_Listener1,post,LV,C012stLV-head,head,hid,0,1
VID_Listener1,post,LV,C012stLV-hear,hear,hear,1,4
VID_Listener1,post,LV,C012stLV-heard,heard,heard,1,6
VID_Listener1,post,LV,C012stLV-heed,heed,heed,1,2
VID_Listener1,post,LV,C012stLV-hid,hid,head,0,4
VID_Listener1,post,LV,C012stLV-hide,hide,hide,1,7
VID_Listener1,post,LV,C012stLV-hoard,hoard,hoard,1,4
VID_Listener1,post,LV,C012stLV-hod,hod,hod,1,3
VID_Listener1,post,LV,C012stLV-hoed,hoed,hide,0,4
VID_Listener1,post,LV,C012stLV-hood,hood,hayed,0,1
VID_Listener1,post,LV,C012stLV-howd,howd,howd,1,6
VID_Listener1,post,LV,C012stLV-hoyd,hoyd,hide,0,4
VID_Listener1,post,LV,C012stLV-hud,hud,hard,0,2
VID_Listener1,post,LV,C012stLV-whod,whod,whod,1,6
VID_Listener1,post,HV,C013HV-had,had,had,1,4
VID_Listener1,post,HV,C013HV-haired,haired,haired,1,5
VID_Listener1,post,HV,C013HV-hard,hard,had,0,5
